DB Class Key,Common Organism Name,NCBI Taxon ID,Symbol,EntrezGene ID,Mouse MGI ID,HGNC ID,OMIM Gene ID,Genetic Location,"Genomic Coordinates (mouse: , human: )",Nucleotide RefSeq IDs,Protein RefSeq IDs,SWISS_PROT IDs
41933381,human,9606,OR7C2,26658,,HGNC:8374,,Chr19 p13.12,Chr19:14941489-14942448(+),NM_012377,NP_036509,O60412
41933382,"mouse, laboratory",10090,Hoxd10,15430,MGI:96202,,,Chr2 44.13 cM,Chr2:74522268-74525449(+),"XM_006498789,NM_013554","NP_038582,XP_006498852",P28359
41933382,human,9606,HOXD10,3236,,HGNC:5133,OMIM:142984,Chr2 q31.1,Chr2:176116764-176119942(+),NM_002148,NP_002139,P28358
41933383,"mouse, laboratory",10090,Vipr2,22355,MGI:107166,,,Chr12 62.59 cM,Chr12:116041346-116109881(+),"XM_017315044,NM_009511,XM_011244102,XM_006515806,XM_006515805,XM_017315043","XP_006515869,NP_033537,XP_011242404,XP_017170532,XP_006515868,XP_017170533",P41588
41933383,human,9606,VIPR2,7434,,HGNC:12695,OMIM:601970,Chr7 q36.3,Chr7:159028175-159144957(-),"NM_001304522,NM_003382,NM_001308259","NP_001291451,NP_001295188,NP_003373",P41587
41933384,"mouse, laboratory",10090,Lcp1,18826,MGI:104808,,,Chr14 39.63 cM,Chr14:75368545-75468282(+),"XM_006518701,NM_001247984,NM_008879,XM_006518704,XM_006518703,XM_006518699,XM_036158507","XP_006518767,XP_006518762,XP_006518764,NP_001234913,XP_036014400,XP_006518766,NP_032905",Q61233
41933384,human,9606,LCP1,3936,,HGNC:6528,OMIM:153430,Chr13 q14.13,Chr13:46125923-46182324(-),NM_002298,"XP_047286259,XP_047286260,XP_047286261,NP_002289,XP_005266431",P13796
41933385,"mouse, laboratory",10090,Tle3,21887,MGI:104634,,,Chr9 33.27 cM,Chr9:61279648-61325779(+),"XM_006511027,NM_001083928,XM_006511030,XM_006511029,XM_036154839,XM_017313277,XM_006511028,XM_006511026,XM_006511025,XM_017313279,XM_017313278,XM_006511031,NM_009389,NM_001083927","XP_006511088,NP_001077396,NP_001077397,NP_033415,XP_006511089,XP_006511091,XP_017168767,XP_006511092,XP_017168768,XP_036010732,XP_006511090,XP_006511093,XP_006511094,XP_017168766",Q08122
41933385,human,9606,TLE3,7090,,HGNC:11839,OMIM:600190,Chr15 q23,Chr15:70047790-70097935(-),"NM_005078,NM_001282982,NM_001282981,NM_001282980,NM_001282979,NM_001105192,NM_020908","XP_005254685,XP_005254682,XP_005254680,XP_047288949,XP_011520283,XP_011520282,XP_011520281,NP_001098662,XP_011520284,NP_001269909,NP_001269908,NP_001269910,NP_001269911,NP_005069,NP_065959,XP_005254679,XP_011520285,XP_011520280,XP_011520279,XP_016878021,XP_047288948,XP_011520278,XP_006720728,XP_005254690",Q04726
41933386,"mouse, laboratory",10090,Hoxb4,15412,MGI:96185,,,Chr11 59.83 cM,Chr11:96209093-96212464(+),NM_010459,NP_034589,P10284
41933386,human,9606,HOXB4,3214,,HGNC:5115,OMIM:142965,Chr17 q21.32,Chr17:48575507-48578381(-),NM_024015,NP_076920,P17483
41933387,"mouse, laboratory",10090,Foxc1,17300,MGI:1347466,,,Chr13 13.52 cM,Chr13:31990629-31994618(+),NM_008592,NP_032618,Q61572
41933387,human,9606,FOXC1,2296,,HGNC:3800,OMIM:601090,Chr6 p25.3,Chr6:1610446-1613897(+),NM_001453,NP_001444,Q12948
41933388,"mouse, laboratory",10090,Nkx2-2,18088,MGI:97347,,,Chr2 72.63 cM,Chr2:147019466-147036163(-),"XM_036159347,NM_001077632,NM_010919,XM_036159329,XM_036159345,XM_036159335,XM_036159325,XM_011239349,XM_036159331,XM_006498899,XM_036159330,XM_006498900,XM_036159341","XP_011237651,XP_036015238,XP_036015240,XP_036015218,NP_001071100,XP_036015223,NP_035049,XP_006498963,XP_006498962,XP_036015222,XP_036015224,XP_036015234,XP_036015228",P42586
41933388,human,9606,NKX2-2,4821,,HGNC:7835,OMIM:604612,Chr20 p11.22,Chr20:21511010-21514026(-),NM_002509,"XP_047296107,NP_002500,XP_006723629,XP_047296108",O95096
41933389,"mouse, laboratory",10090,Igfbp2,16008,MGI:96437,,,Chr1 36.94 cM,Chr1:72863662-72891633(+),"XM_030250357,NM_008342,NM_001310659","XP_030106217,NP_032368,NP_001297588",P47877
41933389,human,9606,IGFBP2,3485,,HGNC:5471,OMIM:146731,Chr2 q35,Chr2:216632828-216664436(+),"NM_000597,NM_001313990,NM_001313992,NM_001313993","NP_001300921,NP_000588,NP_001300919,NP_001300922",P18065
41933390,"mouse, laboratory",10090,Ntn1,18208,MGI:105088,,,Chr11 41.45 cM,Chr11:68100190-68277652(-),NM_008744,NP_032770,O09118
41933390,human,9606,NTN1,9423,,HGNC:8029,OMIM:601614,Chr17 p13.1,Chr17:9021542-9244000(+),NM_004822,"XP_047293052,NP_004813,XP_006721658",O95631
41933391,"mouse, laboratory",10090,Msx3,17703,MGI:106587,,,Chr7 85.04 cM,Chr7:139626070-139629001(-),"NM_001347609,NM_010836","NP_034966,NP_001334538",P70354
41933392,"mouse, laboratory",10090,Gata2,14461,MGI:95662,,,Chr6 39.2 cM,Chr6:88170873-88184014(+),"NM_008090,NM_001355253","NP_001342182,NP_032116",O09100
41933392,human,9606,GATA2,2624,,HGNC:4171,OMIM:137295,Chr3 q21.3,Chr3:128479422-128493187(-),"NM_032638,NM_001145661,NM_001145662","NP_116027,NP_001139133,NP_001139134",P23769
41933393,"mouse, laboratory",10090,Hoxb6,15414,MGI:96187,,,Chr11 59.82 cM,Chr11:96183647-96192395(+),"XM_006532292,NM_008269","XP_006532355,NP_032295",P09023
41933393,human,9606,HOXB6,3216,,HGNC:5117,OMIM:142961,Chr17 q21.32,Chr17:48595736-48604992(-),"NM_001369397,NM_018952,NM_156036,NM_156037","XP_011523029,XP_047291864,NP_001356326,NP_061825",P17509
41933394,"mouse, laboratory",10090,Or6c8b,544748,MGI:3030599,,,Chr10 77.23 cM,Chr10:128882001-128882930(-),NM_001085477,NP_001078946,
41933394,human,9606,OR2AP1,121129,,HGNC:15335,,Chr12 q13.2,Chr12:55574415-55575344(+),"NM_001258285,NM_001258285","NP_001245214,NP_001245214","Q8NGE2,Q8NGE2"
41933395,"mouse, laboratory",10090,Or6c5b,546488,MGI:3030619,,,Chr10 77.33 cM,Chr10:129245237-129246175(+),NM_001305430,NP_001292359,
41933396,"mouse, laboratory",10090,Or6c75,258935,MGI:3030624,,,Chr10 77.35 cM,Chr10:129336755-129337723(+),NM_146933,NP_667144,
41933396,human,9606,OR6C75,390323,,HGNC:31304,,Chr12 q13.2,Chr12:55365111-55366049(+),NM_001005497,NP_001005497,A6NL08
41933397,"mouse, laboratory",10090,Or6c65,258930,MGI:3030642,,,Chr10 77.51 cM,Chr10:129603367-129604305(+),NM_146928,NP_667139,
41933397,human,9606,OR6C65,403282,,HGNC:31295,,Chr12 q13.2,Chr12:55400529-55401467(+),"NM_001005518,NM_001005518","NP_001005518,NP_001005518","A6NJZ3,A6NJZ3"
41933398,"mouse, laboratory",10090,Or6c206,404321,MGI:3030610,,,Chr10 77.28 cM,Chr10:129096832-129097770(+),NM_207559,NP_997442,
41933399,"mouse, laboratory",10090,Or6c63-ps1,546487,MGI:3030600,,,Chr10 77.23 cM,Chr10:128898897-128899835(-),,,
41933400,"mouse, laboratory",10090,Or1j19,258946,MGI:3030182,,,Chr2 24.19 cM,Chr2:36676539-36677480(+),NM_146944,NP_667155,
41933400,human,9606,OR1J2,26740,,HGNC:8209,,Chr9 q33.2,Chr9:122403407-122514097(+),NM_054107,"NP_473448,XP_024303284,XP_024303285",Q8NGS2
41933401,"mouse, laboratory",10090,Or13a1,258914,MGI:3030045,,,Chr6 53.8 cM,Chr6:116469630-116471501(+),"XM_030255395,XM_017321592,NM_146912","XP_017177081,NP_667123,XP_030111255",
41933401,human,9606,OR13A1,79290,,HGNC:14772,,Chr10 q11.21,Chr10:45302294-45315608(-),NM_001004297,"XP_047281687,XP_047281685,XP_047281686,XP_016872121,NP_001004297",Q8NGR1
41933402,"mouse, laboratory",10090,Or6c1,258934,MGI:3030636,,,Chr10 77.46 cM,Chr10:129517668-129518606(-),NM_146932,NP_667143,
41933402,human,9606,OR6C1,390321,,HGNC:8355,,Chr12 q13.2,Chr12:55320600-55321538(+),"NM_001005182,NM_001005182","NP_001005182,NP_001005182","Q96RD1,Q96RD1"
41933403,"mouse, laboratory",10090,Or6c2,258932,MGI:3030625,,,Chr10 77.37 cM,Chr10:129362098-129363036(+),NM_146930,NP_667141,
41933403,human,9606,OR6C2,341416,,HGNC:15436,,Chr12 q13.2,Chr12:55452214-55453152(+),"NM_054105,NM_054105","NP_473446,NP_473446","Q9NZP2,Q9NZP2"
41933404,"mouse, laboratory",10090,Or6c70,259165,MGI:3030648,,,Chr10 77.58 cM,Chr10:129709692-129710624(-),NM_207159,NP_997042,
41933404,human,9606,OR6C70,390327,,HGNC:31299,,Chr12 q13.2,Chr12:55469200-55470138(-),"NM_001005499,NM_001005499,NM_001005499","NP_001005499,NP_001005499,NP_001005499","A6NIJ9,A6NIJ9,A6NIJ9"
41933405,"mouse, laboratory",10090,Or1j20,258942,MGI:3030186,,,Chr2 24.19 cM,Chr2:36759580-36760527(+),NM_146940,NP_667151,
41933406,"mouse, laboratory",10090,Or6c209,258929,MGI:3030633,,,Chr10 77.44 cM,Chr10:129482999-129483934(+),NM_146927,NP_667138,
41933406,human,9606,OR6C68,403284,,HGNC:31297,,Chr12 q13.2,Chr12:55492378-55493316(+),"NM_001005519,NM_001005519,NM_001005519","NP_001005519,NP_001005519,NP_001005519","A6NDL8,A6NDL8,A6NDL8"
41933407,"mouse, laboratory",10090,Or6c200-ps1,622733,MGI:3030598,,,Chr10 77.22 cM,Chr10:128869729-128870667(-),,,
41933408,"mouse, laboratory",10090,Or6c202,258540,MGI:3030605,,,Chr10 77.26 cM,Chr10:128995898-128996851(-),NM_146547,NP_666758,
41933409,"mouse, laboratory",10090,Or6c6c,258068,MGI:3030638,,,Chr10 77.47 cM,Chr10:129540749-129541693(+),NM_001011821,NP_001011821,
41933409,human,9606,OR6C6,283365,,HGNC:31293,,Chr12 q13.2,Chr12:55294288-55295232(-),"NM_001005493,NM_001005493,NM_001005493","NP_001005493,NP_001005493,NP_001005493","A6NF89,A6NF89,A6NF89"
41933410,"mouse, laboratory",10090,Or6c7,258148,MGI:3030623,,,Chr10 77.35 cM,Chr10:129322881-129323819(+),NM_001305433,NP_001292362,
41933411,"mouse, laboratory",10090,Or6c35,258723,MGI:3030615,,,Chr10 77.3 cM,Chr10:129168752-129169687(+),NM_146728,NP_666939,
41933411,human,9606,OR6C68,403284,,HGNC:31297,,Chr12 q13.2,Chr12:55492378-55493316(+),"NM_001005519,NM_001005519,NM_001005519","NP_001005519,NP_001005519,NP_001005519","A6NDL8,A6NDL8,A6NDL8"
41933412,"mouse, laboratory",10090,Or6c76,258321,MGI:3030643,,,Chr10 77.52 cM,Chr10:129611740-129612726(+),NM_146324,NP_666436,
41933412,human,9606,OR6C76,390326,,HGNC:31305,,Chr12 q13.2,Chr12:55426254-55427192(+),"NM_001005183,NM_001005183,NM_001005183,NM_001005183","NP_001005183,NP_001005183,NP_001005183,NP_001005183","A6NM76,A6NM76,A6NM76,A6NM76"
41933413,"mouse, laboratory",10090,Or6c210,258541,MGI:3030634,,,Chr10 77.45 cM,Chr10:129495677-129496612(+),NM_146548,NP_666759,
41933414,"mouse, laboratory",10090,Or1aa2,258289,MGI:3031158,,,ChrX 26.28 cM,ChrX:49514373-49515371(-),NM_146292,NP_666404,
41933415,"mouse, laboratory",10090,Or12d2,258218,MGI:2177485,,,Chr17 19.16 cM,Chr17:37624302-37625328(-),NM_001011721,NP_001011721,
41933415,human,9606,OR12D1,26530,,HGNC:8177,,Chr6 p22.1,Chr6:29417165-29418296(+),"NM_001348208,NM_001348208,NM_001348208,NM_001348208,NM_001348208,NM_001348208","NP_001335137,NP_001335137,NP_001335137,NP_001335137,NP_001335137,NP_001335137","P0DN82,P0DN82,P0DN82,P0DN82,P0DN82,P0DN82"
41933415,human,9606,OR12D2,26529,,HGNC:8178,,Chr6 p22.1,Chr6:29396639-29397671(+),"NM_013936,NM_013936,NM_013936,NM_013936,NM_013936,NM_013936","NP_039224,NP_039224,NP_039224,NP_039224,NP_039224,NP_039224","P58182,P58182,P58182,P58182,P58182,P58182"
41933416,"mouse, laboratory",10090,Or6c69b,258543,MGI:3030644,,,Chr10 77.53 cM,Chr10:129626518-129627456(-),NM_146550,NP_666761,
41933416,human,9606,OR6C70,390327,,HGNC:31299,,Chr12 q13.2,Chr12:55469200-55470138(-),"NM_001005499,NM_001005499,NM_001005499","NP_001005499,NP_001005499,NP_001005499","A6NIJ9,A6NIJ9,A6NIJ9"
41933417,"mouse, laboratory",10090,Or6c66,258549,MGI:3030632,,,Chr10 77.43 cM,Chr10:129460993-129461928(-),NM_146556,NP_666767,
41933417,human,9606,OR6C76,390326,,HGNC:31305,,Chr12 q13.2,Chr12:55426254-55427192(+),"NM_001005183,NM_001005183,NM_001005183,NM_001005183","NP_001005183,NP_001005183,NP_001005183,NP_001005183","A6NM76,A6NM76,A6NM76,A6NM76"
41933418,"mouse, laboratory",10090,Or12j3,258512,MGI:3030364,,,Chr7 85.45 cM,Chr7:139952598-139953521(-),NM_146519,NP_666730,
41933419,"mouse, laboratory",10090,Or12d12,258831,MGI:2177484,,,Chr17 19.16 cM,Chr17:37610337-37611375(-),NM_146834,NP_667045,
41933419,human,9606,OR12D1,26530,,HGNC:8177,,Chr6 p22.1,Chr6:29417165-29418296(+),"NM_001348208,NM_001348208,NM_001348208,NM_001348208,NM_001348208,NM_001348208","NP_001335137,NP_001335137,NP_001335137,NP_001335137,NP_001335137,NP_001335137","P0DN82,P0DN82,P0DN82,P0DN82,P0DN82,P0DN82"
41933419,human,9606,OR12D2,26529,,HGNC:8178,,Chr6 p22.1,Chr6:29396639-29397671(+),"NM_013936,NM_013936,NM_013936,NM_013936,NM_013936,NM_013936","NP_039224,NP_039224,NP_039224,NP_039224,NP_039224,NP_039224","P58182,P58182,P58182,P58182,P58182,P58182"
41933420,"mouse, laboratory",10090,Or6c88,258375,MGI:3030628,,,Chr10 77.39 cM,Chr10:129406526-129407488(+),NM_146378,NP_666490,
41933421,"mouse, laboratory",10090,Or1af1,236509,MGI:3030200,,,Chr2 24.19 cM,Chr2:37109503-37110432(+),NM_001005569,NP_001005569,
41933422,"mouse, laboratory",10090,Or6c5,258232,MGI:3030608,,,Chr10 77.28 cM,Chr10:129074020-129074958(+),NM_207620,NP_997503,
41933423,"mouse, laboratory",10090,Or4a80,258370,MGI:3031393,,,Chr2 50.12 cM,Chr2:89582214-89583170(-),NM_146373,NP_666485,
41933423,human,9606,OR4A16,81327,,HGNC:15153,,Chr11 q11,Chr11:55343201-55344187(+),"NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274,NM_001005274","NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274,NP_001005274","Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70,Q8NH70"
41933423,human,9606,OR4A5,81318,,HGNC:15162,,Chr11 q11,Chr11:54706832-54707902(+),"NM_001005272,NM_001005272,NM_001005272","NP_001005272,NP_001005272,NP_001005272","Q8NH83,Q8NH83,Q8NH83"
41933423,human,9606,OR4A8,81315,,HGNC:15165,,Chr11 q11,Chr11:54682876-54683820(+),,,"P0C604,P0C604,P0C604,P0C604,P0C604"
41933424,"mouse, laboratory",10090,Or6c213,258546,MGI:3030640,,,Chr10 77.49 cM,Chr10:129573843-129574784(-),NM_146553,NP_666764,
41933425,"mouse, laboratory",10090,Or1j1,18328,MGI:102697,,,Chr2 24.19 cM,Chr2:36702161-36703102(-),NM_206903,NP_996786,Q60879
41933425,human,9606,OR1J1,347168,,HGNC:8208,,Chr9 q33.2,Chr9:122476958-122477926(-),NM_001004451,NP_001004451,Q8NGS3
41933426,"mouse, laboratory",10090,Or6n2,258713,MGI:3030264,,,Chr1 80.87 cM,Chr1:173896866-173897819(+),NM_146718,NP_666929,
41933426,human,9606,OR6N2,81442,,HGNC:15035,,Chr1 q23.1,Chr1:158776682-158777635(-),NM_001005278,NP_001005278,Q8NGY6
41933427,"mouse, laboratory",10090,Or6c205,258538,MGI:3030609,,,Chr10 77.28 cM,Chr10:129086405-129087343(+),NM_146545,NP_666756,
41933428,"mouse, laboratory",10090,Or6c1b,258542,MGI:3030620,,,Chr10 77.33 cM,Chr10:129272683-129273621(+),NM_146549,NP_666760,
41933428,human,9606,OR6C1,390321,,HGNC:8355,,Chr12 q13.2,Chr12:55320600-55321538(+),"NM_001005182,NM_001005182","NP_001005182,NP_001005182","Q96RD1,Q96RD1"
41933429,"mouse, laboratory",10090,Or6c69c,258666,MGI:3030656,,,Chr10 77.7 cM,Chr10:129910281-129911219(+),NM_146671,NP_666882,
41933429,human,9606,OR6C65,403282,,HGNC:31295,,Chr12 q13.2,Chr12:55400529-55401467(+),"NM_001005518,NM_001005518","NP_001005518,NP_001005518","A6NJZ3,A6NJZ3"
41933430,"mouse, laboratory",10090,Or6c208,258724,MGI:3030618,,,Chr10 77.32 cM,Chr10:129223504-129224691(+),"NM_146729,XM_017313944","NP_666940,XP_017169433",
41933431,"mouse, laboratory",10090,Or6c216,258791,MGI:3030646,,,Chr10 77.56 cM,Chr10:129677977-129678909(-),NM_146795,NP_667006,
41933432,"mouse, laboratory",10090,Or12d13,258830,MGI:2177486,,,Chr17 19.16 cM,Chr17:37647180-37648121(-),NM_146833,NP_667044,
41933432,human,9606,OR12D1,26530,,HGNC:8177,,Chr6 p22.1,Chr6:29417165-29418296(+),"NM_001348208,NM_001348208,NM_001348208,NM_001348208,NM_001348208,NM_001348208","NP_001335137,NP_001335137,NP_001335137,NP_001335137,NP_001335137,NP_001335137","P0DN82,P0DN82,P0DN82,P0DN82,P0DN82,P0DN82"
41933432,human,9606,OR12D2,26529,,HGNC:8178,,Chr6 p22.1,Chr6:29396639-29397671(+),"NM_013936,NM_013936,NM_013936,NM_013936,NM_013936,NM_013936","NP_039224,NP_039224,NP_039224,NP_039224,NP_039224,NP_039224","P58182,P58182,P58182,P58182,P58182,P58182"
41933433,"mouse, laboratory",10090,Or6c203,257666,MGI:3030606,,,Chr10 77.26 cM,Chr10:129009920-129010923(-),NM_146266,NP_666378,
41933434,"mouse, laboratory",10090,Or1r1,258705,MGI:3030232,,,Chr11 45.69 cM,Chr11:73874488-73875432(-),NM_146710,NP_666921,
41933434,human,9606,OR1R1P,9596,,HGNC:8226,,Chr17 p13.3,Chr17:3385846-3386874(+),NM_001396056,NP_001382985,
41933435,"mouse, laboratory",10090,Or1l8,258618,MGI:3030189,,,Chr2 24.19 cM,Chr2:36817192-36818124(-),NM_146625,NP_666836,
41933435,human,9606,OR1L8,138881,,HGNC:15110,,Chr9 q33.2,Chr9:122546009-122576960(-),NM_001004454,"XP_016869775,NP_001004454,XP_016869774",Q8NGR8
41933436,"mouse, laboratory",10090,Or6c3,258544,MGI:3030622,,,Chr10 77.34 cM,Chr10:129308563-129309498(+),NM_146551,NP_666762,
41933436,human,9606,OR6C3,254786,,HGNC:15437,,Chr12 q13.2,Chr12:55331701-55332636(+),"NM_001388498,NM_054104,NM_001388498,NM_054104","NP_473445,NP_001375427,NP_473445,NP_001375427","Q9NZP0,Q9NZP0"
41933437,"mouse, laboratory",10090,Or6c66b,258150,MGI:3030626,,,Chr10 77.38 cM,Chr10:129376408-129377343(+),NM_001011849,NP_001011849,
41933437,human,9606,OR6C76,390326,,HGNC:31305,,Chr12 q13.2,Chr12:55426254-55427192(+),"NM_001005183,NM_001005183,NM_001005183,NM_001005183","NP_001005183,NP_001005183,NP_001005183,NP_001005183","A6NM76,A6NM76,A6NM76,A6NM76"
41933438,"mouse, laboratory",10090,Or6c33,258670,MGI:3030654,,,Chr10 77.66 cM,Chr10:129853232-129854170(+),NM_146675,NP_666886,
41933439,"mouse, laboratory",10090,Or6c76b,258252,MGI:3030647,,,Chr10 77.57 cM,Chr10:129692389-129693321(+),NM_207147,NP_997030,
41933439,human,9606,OR6C76,390326,,HGNC:31305,,Chr12 q13.2,Chr12:55426254-55427192(+),"NM_001005183,NM_001005183,NM_001005183,NM_001005183","NP_001005183,NP_001005183,NP_001005183,NP_001005183","A6NM76,A6NM76,A6NM76,A6NM76"
41933440,"mouse, laboratory",10090,Or6c6,257985,MGI:3030616,,,Chr10 77.31 cM,Chr10:129186434-129187378(+),NM_001011797,NP_001011797,
41933440,human,9606,OR6C6,283365,,HGNC:31293,,Chr12 q13.2,Chr12:55294288-55295232(-),"NM_001005493,NM_001005493,NM_001005493","NP_001005493,NP_001005493,NP_001005493","A6NF89,A6NF89,A6NF89"
41933441,"mouse, laboratory",10090,Or6c212,258548,MGI:3030639,,,Chr10 77.48 cM,Chr10:129558452-129559411(-),NM_146555,NP_666766,
41933442,"mouse, laboratory",10090,Or6c5c,258069,MGI:3030621,,,Chr10 77.34 cM,Chr10:129297809-129299485(+),"NM_001011822,XM_006513658","XP_006513721,NP_001011822",
41933443,"mouse, laboratory",10090,Or6c74,258772,MGI:3030655,,,Chr10 77.67 cM,Chr10:129869497-129870429(+),NM_146776,NP_666987,
41933443,human,9606,OR6C74,254783,,HGNC:31303,,Chr12 q13.2,Chr12:55244114-55248226(+),NM_001005490,NP_001005490,A6NCV1
41933444,"mouse, laboratory",10090,Or6c2b,257667,MGI:3030603,,,Chr10 77.24 cM,Chr10:128947354-128948292(-),NM_146267,NP_666379,
41933444,human,9606,OR6C2,341416,,HGNC:15436,,Chr12 q13.2,Chr12:55452214-55453152(+),"NM_054105,NM_054105","NP_473446,NP_473446","Q9NZP2,Q9NZP2"
41933445,"mouse, laboratory",10090,Or6c3b,258547,MGI:3030637,,,Chr10 77.47 cM,Chr10:129526982-129527908(-),NM_146554,NP_666765,
41933445,human,9606,OR6C3,254786,,HGNC:15437,,Chr12 q13.2,Chr12:55331701-55332636(+),"NM_001388498,NM_054104,NM_001388498,NM_054104","NP_473445,NP_001375427,NP_473445,NP_001375427","Q9NZP0,Q9NZP0"
41933446,"mouse, laboratory",10090,Or6c211,258282,MGI:3030635,,,Chr10 77.45 cM,Chr10:129505430-129506386(-),NM_146285,NP_666397,
41933447,"mouse, laboratory",10090,Or6c204,257664,MGI:3030607,,,Chr10 77.26 cM,Chr10:129022353-129023288(-),NM_207008,NP_996891,
41933448,"mouse, laboratory",10090,Or6c219,258773,MGI:3030652,,,Chr10 77.62 cM,Chr10:129780973-129781929(-),NM_146777,NP_666988,
41933449,"mouse, laboratory",10090,Or6c68,258281,MGI:3030614,,,Chr10 77.3 cM,Chr10:129157494-129158432(+),NM_146284,NP_666396,
41933449,human,9606,OR6C68,403284,,HGNC:31297,,Chr12 q13.2,Chr12:55492378-55493316(+),"NM_001005519,NM_001005519,NM_001005519","NP_001005519,NP_001005519,NP_001005519","A6NDL8,A6NDL8,A6NDL8"
41933450,"mouse, laboratory",10090,Or6c217,258665,MGI:3030649,,,Chr10 77.59 cM,Chr10:129737645-129738595(-),NM_146670,NP_666881,
41933450,human,9606,OR6C70,390327,,HGNC:31299,,Chr12 q13.2,Chr12:55469200-55470138(-),"NM_001005499,NM_001005499,NM_001005499","NP_001005499,NP_001005499,NP_001005499","A6NIJ9,A6NIJ9,A6NIJ9"
41933451,"mouse, laboratory",10090,Or6c69,258667,MGI:3030650,,,Chr10 77.6 cM,Chr10:129747207-129748145(-),NM_146672,NP_666883,
41933452,"mouse, laboratory",10090,Or6c207,258537,MGI:3030611,,,Chr10 77.29 cM,Chr10:129104255-129105190(-),NM_146544,NP_666755,
41933453,"mouse, laboratory",10090,Or6c215,258545,MGI:3030645,,,Chr10 77.53 cM,Chr10:129637433-129638392(-),NM_146552,NP_666763,
41933454,"mouse, laboratory",10090,Or6c8,258315,MGI:3030601,,,Chr10 77.24 cM,Chr10:128914901-128915830(-),NM_146318,NP_666430,
41933454,human,9606,OR2AP1,121129,,HGNC:15335,,Chr12 q13.2,Chr12:55574415-55575344(+),"NM_001258285,NM_001258285","NP_001245214,NP_001245214","Q8NGE2,Q8NGE2"
41933455,"mouse, laboratory",10090,Or6c38,258863,MGI:3030602,,,Chr10 77.24 cM,Chr10:128928903-128929841(-),NM_146864,NP_667075,
41933456,"mouse, laboratory",10090,Or1j21,18350,MGI:1333746,,,Chr2 24.19 cM,Chr2:36683250-36684188(+),XM_205068,NP_667157,Q8VGK5
41933457,"mouse, laboratory",10090,Slc40a1,53945,MGI:1315204,,,Chr1 23.96 cM,Chr1:45947228-45965683(-),"XM_006496137,XM_017321709,NM_016917","XP_006496200,XP_017177198,NP_058613",Q9JHI9
41933457,human,9606,SLC40A1,30061,,HGNC:10909,OMIM:604653,Chr2 q32.2,Chr2:189560590-189580811(-),NM_014585,"NP_055400,XP_047300022",Q9NP59
41933458,"mouse, laboratory",10090,Gata3,14462,MGI:95663,,,Chr2 6.69 cM,Chr2:9861889-9892762(-),"NM_001355110,XM_030247533,XM_030247532,NM_001355111,NM_001355112,XM_006497354,NM_008091","NP_001342041,NP_001342039,NP_032117,NP_001342040,XP_006497417,XP_030103392,XP_030103393",P23772
41933458,human,9606,GATA3,2625,,HGNC:4172,OMIM:131320,Chr10 p14,Chr10:8045421-8075201(+),"NM_002051,NM_001002295","NP_001002295,XP_005252499,XP_005252500,XP_047281000,NP_002042,XP_047281001",P23771
