Gene ID,Entrez ID,chromosome,start,end,width,strand,p_id,transcript_id,tss_id,bioType,Aliases,Description
Npas2,18143,chr1,39194272,39363240,4180,+,P1855,NM_008719,TSS15090,protein_coding,bHLHe9| MOP4,neuronal PAS domain protein 2
Rpl31,114641,chr1,39367851,39371910,1039,+,P3289,NM_053257,TSS16587,protein_coding,Dts,ribosomal protein L31
Tbc1d8,54610,chr1,39371496,39478747,4439,-,P26341,NM_018775,TSS23817,protein_coding,AD3| HBLP1| VRP,"TBC1 domain family, member 8"
Cnot11,52846,chr1,39535802,39546877,3166,+,P11708,NM_028043,TSS5215,protein_coding,2410015L18Rik| C40| D1Bwg0212e,"CCR4-NOT transcription complex, subunit 11"
Snord89,100217461,chr1,39548747,39548840,94,-,,NR_028555,TSS11706,snoRNA,MBII-289,"small nucleolar RNA, C /D box 89"
Rnf149,67702,chr1,39551296,39577347,2434,-,P11102,NM_001033135,TSS19844,protein_coding,1600023E10Rik| AV037261| C76763| Gm15832| Greul4| OTTMUSG00000026591,ring finger protein 149
Creg2,263764,chr1,39618406,39651182,5799,-,P1958,NM_170597,TSS23938,protein_coding,A830098L22Rik,cellular repressor of E1A-stimulated genes 2
Rfx8,619289,chr1,39665301,39720989,2000,-,P8979,NM_001145660,TSS10408,protein_coding,4933400N17Rik,regulatory factor X 8
Gm3646,100042065,chr1,39804141,39805332,359,-,P10239,NM_001177348,TSS18983,protein_coding,100042065,predicted gene 3646
1700066B17Rik,73426,chr1,39842428,39847330,531,-,,NR_040465,TSS7556,lncRNA,.,RIKEN cDNA 1700066B17 gene
Map4k4,26921,chr1,39900913,40026310,5974,+,P25008,NM_008696,TSS22746,protein_coding,9430080K19Rik| AU043147| AU045934| AW046177| HGK| Nik,mitogen-activated protein kinase kinase kinase kinase 4
Gm16894,100047133,chr1,40076212,40085851,858,-,,NR_037980,TSS14837,lncRNA,.,"predicted gene, 16894"
Il1r2,16178,chr1,40084768,40125226,1344,+,P20720,NM_010555,TSS14076,protein_coding,CD121b| Il1r-2,"interleukin 1 receptor, type II"
Il1r1,16177,chr1,40225080,40316177,5035,+,P4011,NM_008362,TSS10812,protein_coding,CD121a| CD121b| IL-1R1| IL-iR| Il1r-1,"interleukin 1 receptor, type I"
Il1rl2,107527,chr1,40324627,40365471,1950,+,P11455,NM_133193,TSS1589,protein_coding,AI481289| AW551444| IL-1Rrp2,interleukin 1 receptor-like 2
Il1rl1,17082,chr1,40429570,40465414,5360,+,P5899,NM_001294171,TSS18298,protein_coding,DER4| Fit-1| Ly84| St2| St2-rs1| ST2L| T1| T1 /ST2,interleukin 1 receptor-like 1
Il18r1,16182,chr1,40465552,40500854,4687,+,P17579,NM_001161842,TSS1424,protein_coding,Il18ralpha| Il1rrp,interleukin 18 receptor 1
Il18rap,16174,chr1,40515362,40551705,4889,+,P3293,NM_010553,TSS2560,protein_coding,AcPL| IL-18R-beta| IL-18RAcP| IL-18Rbeta| IL-1RAcPL,interleukin 18 receptor accessory protein
Slc9a4,110895,chr1,40580227,40630731,3822,+,P23323,NM_177084,TSS18534,protein_coding,AW990558| D730009J23Rik| NHE4,"solute carrier family 9 (sodium /hydrogen exchanger), member 4"
Slc9a2,226999,chr1,40681712,40768885,3493,+,P19005,NM_001033289,TSS18075,protein_coding,2210416H12Rik| 4932415O19Rik| AV333884| NHE2,"solute carrier family 9 (sodium /hydrogen exchanger), member 2"
Mfsd9,211798,chr1,40772040,40790657,3152,-,P25282,NM_172499,TSS3692,protein_coding,4931419K03Rik,major facilitator superfamily domain containing 9
Tmem182,381339,chr1,40805601,40855267,1096,+,P6295,NM_001081198,TSS1132,protein_coding,2310079P10Rik| AI414494,transmembrane protein 182
4930448I06Rik,74897,chr1,41167560,41181252,573,-,,NR_040475,TSS20451,lncRNA,.,RIKEN cDNA 4930448I06 gene
Pantr1,66297,chr1,42648200,42694825,546,-,,NR_027826,TSS19386,lncRNA,2610017I09Rik| linc-Brn1a| Pou3f3os,"POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1"
Pou3f3,18993,chr1,42697146,42700209,3064,+,P4239,NM_008900,TSS16591,protein_coding,Brn-1| Brn1| Otf8| Skin1,"POU domain, class 3, transcription factor 3"
2900092D14Rik,73100,chr1,42700336,42703176,2841,+,,NR_027891,TSS22895,lncRNA,.,RIKEN cDNA 2900092D14 gene
Pantr2,66620,chr1,42707063,42713454,461,-,,NR_110495,TSS7394,lncRNA,2610207O16Rik| linc-Brn1b| Pou3f3os2,"POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2"
Dalir,104940697,chr1,42750712,42752886,2175,+,,NR_130904,TSS11406,lncRNA,Dali| Gm28525,DNMT1 associated long intergenic non-coding RNA
Mrps9,69527,chr1,42851233,42905683,1419,+,P1236,NM_023514,TSS552,protein_coding,2310002A08Rik| AW322516| mg637| Mrp-S9| S9mt,mitochondrial ribosomal protein S9
Gpr45,93690,chr1,42952872,43035449,3860,+,P23511,NM_053107,TSS15790,protein_coding,9230112G11Rik| AW046772,G protein-coupled receptor 45
Tgfbrap1,73122,chr1,43047269,43098622,5538,-,P26804,NM_001013025,TSS5695,protein_coding,3110018K12Rik| AU024090| AU042859| AW742551| Trap1,"transforming growth factor, beta receptor associated protein 1"
AI597479,98404,chr1,43098710,43115946,3457,+,P9081,NM_133818,TSS3762,protein_coding,.,expressed sequence AI597479
Fhl2,14200,chr1,43123071,43196761,1677,-,P19173,NM_010212,TSS11968,protein_coding,FHL-2| SLIM-3| SLIM3,four and a half LIM domains 2
Nck2,17974,chr1,43445751,43570518,2775,+,P22843,NM_010879,TSS13645,protein_coding,4833426I10Rik| Grb4| Nck-2| NCKbeta,non-catalytic region of tyrosine kinase adaptor protein 2
1500015O10Rik,78896,chr1,43730602,43742564,888,+,P16805,NM_024283,TSS2733,protein_coding,Ecrg4,RIKEN cDNA 1500015O10 gene
Uxs1,67883,chr1,43750231,43827708,1263,-,P20751,NM_026430,TSS10451,protein_coding,1600025I13Rik| AI451869| AI649125| AW550562,UDP-glucuronate decarboxylase 1
Tpp2,22019,chr1,43934007,44002971,4649,+,P9900,NM_009418,TSS18177,protein_coding,TPP-2| TppII,tripeptidyl peptidase II
Mettl21c,433294,chr1,44009408,44020006,1086,-,P12657,NM_001013799,TSS4223,protein_coding,A530098C11Rik,methyltransferase like 21C
Tex30,75623,chr1,44086617,44102388,1265,-,P15841,NM_029368,TSS7938,protein_coding,1700029F09Rik| 3110030D08Rik,testis expressed 30
Kdelc1,72050,chr1,44106546,44118773,2324,-,P18481,NM_023645,TSS22155,protein_coding,1810049A15Rik| 5730416C13Rik| EP58| Kdel1,KDEL (Lys-Asp-Glu-Leu) containing 1
Bivm,246229,chr1,44119968,44144771,3571,+,P11274,NM_144558,TSS5872,protein_coding,AI854267,"basic, immunoglobulin-like variable motif containing"
Ercc5,22592,chr1,44147744,44181260,4010,+,P18768,NM_011729,TSS7539,protein_coding,Xpg,"excision repair cross-complementing rodent repair deficiency, complementation group 5"
Mettl21e,403183,chr1,44204070,44218931,3181,-,P5313,NM_207281,TSS21099,protein_coding,4832428D23Rik| Gm991,methyltransferase like 21E
Gulp1,70676,chr1,44551671,44796836,2976,+,P25337,NM_028450,TSS20413,protein_coding,3110030A04Rik| 5730529O06Rik| CED-6| Ced6| GULP| Gulp-2,"GULP, engulfment adaptor PTB domain containing 1"
4930521E06Rik,75066,chr1,44739675,44744949,906,-,,NR_040602,TSS21936,lncRNA,.,RIKEN cDNA 4930521E06 gene
Col3a1,12825,chr1,45311538,45349706,5564,+,P17866,NM_009930,TSS17282,protein_coding,AW550625| Col3a-1| Tsk-2| Tsk2,"collagen, type III, alpha 1"
Col5a2,12832,chr1,45374331,45503282,6615,-,P5846,NM_007737,TSS22449,protein_coding,1110014L14Rik,"collagen, type V, alpha 2"
Wdr75,73674,chr1,45795501,45823613,2612,+,P24619,NM_028599,TSS3235,protein_coding,1300003A18Rik| 2410118I19Rik| C77608,WD repeat domain 75
Slc40a1,53945,chr1,45908070,45925594,3380,-,P10296,NM_016917,TSS27169,protein_coding,Dusg| Fpn1| IREG1| MTP| MTP1| Ol5| Pcm| Slc11a3| Slc39a1,"solute carrier family 40 (iron-regulated transporter), member 1"
Stk-ps2,212225,chr1,46020415,46030437,3483,-,,NR_037690,TSS26503,misc_RNA,4930509O22| EG212225| Gm4776,serine /threonine kinase 2
Dnah7b,227058,chr1,46066738,46373550,12318,+,P23386,NM_001160386,TSS8483,protein_coding,Dnahc7b| Gm107,"dynein, axonemal, heavy chain 7B"
Slc39a10,227059,chr1,46807544,46853509,4961,-,P26436,NM_172653,TSS3404,protein_coding,2900042E17Rik| 5430433I10| mKIAA1265,"solute carrier family 39 (zinc transporter), member 10"
Tmeff2,56363,chr1,50927523,51187270,3339,+,P18130,NM_019790,TSS19054,protein_coding,4832418D20Rik| 7630402F16Rik| TR-2,transmembrane protein with EGF-like and two follistatin-like domains 2
9330175M20Rik,442821,chr1,51218386,51333779,2552,-,,NR_045151,TSS22935,lncRNA,.,RIKEN cDNA 9330175M20 gene
Sdpr,20324,chr1,51289126,51302960,3055,+,P18810,NM_138741,TSS19159,protein_coding,.,serum deprivation response
Nabp1,109019,chr1,51469488,51478399,2838,-,P2124,NM_028696,TSS13786,protein_coding,4930434H03Rik| 4930442A21Rik| 4930488J04Rik| 4933440J18Rik| 5830411E10Rik| AI852561| Nbp1| Obfc2a| Ssb2,nucleic acid binding protein 1
Myo1b,17912,chr1,51749758,51915978,5053,-,P1260,NM_001161817,TSS22690,protein_coding,AA406997| MIH-L| MMIa,myosin IB
Stat4,20849,chr1,51987148,52107189,3151,+,P5657,NM_001308266,TSS26966,protein_coding,.,signal transducer and activator of transcription 4
Stat1,20846,chr1,52119438,52161865,5405,+,P16907,NM_001205314,TSS14591,protein_coding,2010005J02Rik| AA408197,signal transducer and activator of transcription 1
Gls,14660,chr1,52163450,52233232,7487,-,P10397,NM_001081081,TSS12691,protein_coding,6330442B14| AI314027| B230365M23Rik,glutaminase
Nab1,17936,chr1,52455849,52500448,5088,-,P5933,NM_008667,TSS9319,protein_coding,.,Ngfi-A binding protein 1
Tmem194b,227094,chr1,52630705,52651919,3463,+,P18887,NM_001142647,TSS3060,protein_coding,5330401P04Rik| 9830163O08| Nemp2,transmembrane protein 194B
Mfsd6,98682,chr1,52656305,52727318,5871,-,P20163,NM_133829,TSS11058,protein_coding,2210010L05Rik| 9630025I22Rik| AI836200| AW212394| MMR2,major facilitator superfamily domain containing 6
Inpp1,16329,chr1,52789420,52817688,1774,-,P7969,NM_008384,TSS26211,protein_coding,2300002C06Rik| AV137389,inositol polyphosphate-1-phosphatase
Hibch,227095,chr1,52845046,52920860,1704,+,P16310,NM_146108,TSS17369,protein_coding,2610509I15Rik| HIBYL-COA-H,3-hydroxyisobutyryl-Coenzyme A hydrolase
1700019D03Rik,67080,chr1,52925127,52952840,834,-,P21146,NM_144953,TSS3410,protein_coding,2410136C24Rik| AA410151| smAKAP,RIKEN cDNA 1700019D03 gene
Mstn,17700,chr1,53061663,53068079,2682,+,P3455,NM_010834,TSS6101,protein_coding,Cmpt| Gdf8,myostatin
1700019A02Rik,69397,chr1,53158577,53187617,627,-,P547,NM_027070,TSS18156,protein_coding,.,RIKEN cDNA 1700019A02 gene
Pms1,227099,chr1,53189189,53296996,3030,-,P22132,NM_153556,TSS21981,protein_coding,.,postmeiotic segregation increased 1 (S. cerevisiae)
Ormdl1,227102,chr1,53297095,53310245,1846,+,P10410,NM_145517,TSS15606,protein_coding,C730042F17Rik,ORM1-like 1 (S. cerevisiae)
Osgepl1,72085,chr1,53313624,53326342,2330,+,P21905,NM_001285839,TSS7382,protein_coding,2610001M19Rik| AA416452,O-sialoglycoprotein endopeptidase-like 1
Asnsd1,70396,chr1,53344617,53352752,2555,-,P22138,NM_133728,TSS21309,protein_coding,2210409M21Rik,asparagine synthetase domain containing 1
Dnah7a,627872,chr1,53397002,53706784,12272,-,P8223,NM_001252070,TSS20217,protein_coding,Dnahc7| Dnahc7a| Gm992,"dynein, axonemal, heavy chain 7A"
Stk17b,98267,chr1,53755512,53785215,3278,-,P22428,NM_133810,TSS10019,protein_coding,3110009A03Rik| AI120141| Drak2,serine /threonine kinase 17b (apoptosis-inducing)
Hecw2,329152,chr1,53806874,54195034,11474,-,P21852,NM_001001883,TSS2682,protein_coding,A730039N16Rik| D030049F17Rik| Gm971| mKIAA1301| Nedl2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
Ccdc150,78016,chr1,54250683,54368727,3807,+,P19714,NM_030025,TSS16702,protein_coding,4930511H11Rik,coiled-coil domain containing 150
Gtf3c3,98488,chr1,54397581,54438971,3005,-,P18831,NM_001033194,TSS6640,protein_coding,TF3C-gamma| TFIIIC102,"general transcription factor IIIC, polypeptide 3"
Pgap1,241062,chr1,54473000,54557684,10579,-,P25336,NM_001163314,TSS2104,protein_coding,5033403E17Rik| 9030223K07Rik| A530084K22| D230012E17Rik| oto,post-GPI attachment to proteins 1
Ankrd44,329154,chr1,54645340,54926387,6140,-,P14985,NM_001081433,TSS14930,protein_coding,4930444A19Rik| A130096K20| E130014H08Rik| PP6-ARS-B,ankyrin repeat domain 44
Sf3b1,81898,chr1,54985170,55027478,6191,-,P7710,NM_031179,TSS7759,protein_coding,155kDa| 2810001M05Rik| AA409119| Prp10| SAP155| SF3b155| TA-8| Targ4,"splicing factor 3b, subunit 1"
Coq10b,67876,chr1,55052770,55072702,1733,+,P16547,NM_026424,TSS3311,protein_coding,1500041J02Rik| 1700030I21Rik| 9530077A17Rik| AV002237| AW742641,coenzyme Q10B
Hspd1,15510,chr1,55077834,55087932,2332,-,P4247,NM_010477,TSS8955,protein_coding,60kDa| Hsp60,heat shock protein 1 (chaperonin)
Hspe1,15528,chr1,55088148,55091317,768,+,P25234,NM_008303,TSS17185,protein_coding,10kDa| Hsp10| mt-cpn10,heat shock protein 1 (chaperonin 10)
Mob4,19070,chr1,55131245,55154899,2826,+,P25033,NM_025283,TSS20471,protein_coding,2610109B12Rik| Mobkl3| Phocn| Prei3,"MOB family member 4, phocein"
Rftn2,74013,chr1,55170160,55226782,3676,-,P20853,NM_028713,TSS25022,protein_coding,2700010E02Rik| 3222401M22Rik,raftlin family member 2
Mars2,212679,chr1,55237177,55240058,2882,+,P21288,NM_175439,TSS16829,protein_coding,C730026E21Rik| MetRS,methionine-tRNA synthetase 2 (mitochondrial)
Boll,75388,chr1,55300069,55363469,1258,-,P23975,NM_001113367,TSS12848,protein_coding,4930554P13Rik| 4930597B14Rik,"bol, boule-like (Drosophila)"
Plcl1,227120,chr1,55405946,55754285,6555,+,P26055,NM_001114663,TSS12870,protein_coding,C230017K02Rik| PLC-L| PLC-L1| PLCE| PLCL| PLDL1| PRIP| PRIP-1,phospholipase C-like 1
9130227L01Rik,329159,chr1,55931241,55972098,1906,+,,NR_045837,TSS24325,lncRNA,.,RIKEN cDNA 9130227L01 gene
1700003I22Rik,69356,chr1,56018978,56020203,830,+,,NR_126076,TSS14567,lncRNA,.,RIKEN cDNA 1700003I22 gene
Hsfy2,71066,chr1,56636051,56637451,1401,-,P1792,NM_027661,TSS17014,protein_coding,4933413G11Rik| Hspy2l,"heat shock transcription factor, Y-linked 2"
Satb2,212712,chr1,56793981,56971334,5286,-,P15153,NM_139146,TSS5158,protein_coding,mKIAA1034,special AT-rich sequence binding protein 2
9130024F11Rik,329160,chr1,56971469,56975196,1242,+,,NR_024326,TSS19516,lncRNA,B530002L08| EG329160,RIKEN cDNA 9130024F11 gene
BC055402,407809,chr1,57200645,57214996,3304,-,,NR_037990,TSS3995,lncRNA,.,cDNA sequence BC055402
4930558J18Rik,75323,chr1,57359222,57377544,2052,-,,NR_037999,TSS7526,lncRNA,.,RIKEN cDNA 4930558J18 gene
1700066M21Rik,73467,chr1,57377620,57385422,3007,+,P7053,NM_028546,TSS645,protein_coding,AI428479,RIKEN cDNA 1700066M21 gene
Tyw5,68736,chr1,57388244,57406674,1559,-,P8211,NM_001302964,TSS5379,protein_coding,1110034B05Rik,tRNA-yW synthesizing protein 5
9430016H08Rik,68115,chr1,57406548,57415958,1325,+,P17356,NM_001081181,TSS5960,protein_coding,AA409999| C78988,RIKEN cDNA 9430016H08 gene
Spats2l,67198,chr1,57774861,57948397,6372,+,P14803,NM_144882,TSS11107,protein_coding,2810022L02Rik| A230104H11Rik| AA987173| AI480531| AI842453| AW413586,"spermatogenesis associated, serine-rich 2-like"
Kctd18,51960,chr1,57955101,57970084,2923,-,,NR_027630,TSS6655,protein_coding,4932411A20Rik| 6530404F10Rik,potassium channel tetramerisation domain containing 18
Sgol2a,68549,chr1,57985340,58025897,5036,+,P5409,NM_001177867,TSS11471,protein_coding,1110007N04Rik| 4932411A20Rik| 5730576N04Rik| AU018846| AV008062| D1Ertd8e| Sgol2| Tripin,shugoshin-like 2a (S. pombe)
Aox1,11761,chr1,58029969,58106410,4382,+,P1837,NM_009676,TSS24297,protein_coding,AI196512| AI255253| Ao| Aox-1| Aox-2| Aox2| Moro| Ro,aldehyde oxidase 1
Aox3,71724,chr1,58113136,58200452,4360,+,P18400,NM_023617,TSS5720,protein_coding,1200011D03Rik| AI326299| Aoh1| Aoh2,aldehyde oxidase 3
Aox4,71872,chr1,58210397,58268596,4972,+,P8249,NM_023631,TSS27535,protein_coding,2310003G12Rik| Aoh2,aldehyde oxidase 4
Aox2,213043,chr1,58278326,58379264,4776,+,P16570,NM_001008419,TSS24063,protein_coding,Aoh3| Aox3l1,aldehyde oxidase 2
Bzw1,66882,chr1,58393136,58406548,2833,+,P21623,NM_025824,TSS9465,protein_coding,1200015E15Rik| mKIAA0005,basic leucine zipper and W2 domains 1
Clk1,12747,chr1,58411988,58424088,1830,-,,NR_027854,TSS7576,protein_coding,STY,CDC-like kinase 1
Ppil3,70225,chr1,58430993,58445486,2580,-,P22171,NM_001285826,TSS13449,protein_coding,2310076N22Rik| 2510026K04Rik| Cyp10l,peptidylprolyl isomerase (cyclophilin)-like 3
Nif3l1,65102,chr1,58447633,58462276,2106,+,P16333,NM_022988,TSS21066,protein_coding,1110030G24Rik,Ngg1 interacting factor 3-like 1 (S. pombe)
Orc2,18393,chr1,58462771,58505109,3555,-,P5513,NM_001025378,TSS3062,protein_coding,AU041563| Orc2l,"origin recognition complex, subunit 2"
Fam126b,213056,chr1,58522806,58586333,8695,-,P22278,NM_172513,TSS5726,protein_coding,C130065N10Rik| D1Ertd53e| D630010C10,"family with sequence similarity 126, member B"
Ndufb3,66495,chr1,58586599,58595948,532,+,P15631,NM_025597,TSS26675,protein_coding,2700033I16Rik| CI-B12,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3
Gm20257,100504501,chr1,58652641,58655831,936,+,,NR_045007,TSS2450,misc_RNA,.,"predicted gene, 20257"
Als2cr12,108812,chr1,58658120,58695989,1576,-,P10369,NM_175370,TSS15669,protein_coding,4933405P16Rik| 4933425F06Rik,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12 (human)"
Cflar,12633,chr1,58711491,58759209,7540,+,P5010,NM_001289704,TSS27113,protein_coding,2310024N18Rik| A430105C05Rik| c-Flip| Cash| Casper| CLARP| ENSMUSG00000072980| FLAME| FLAME-1| Flip| Gm9845| I-FLICE| MRIT,CASP8 and FADD-like apoptosis regulator
Casp8,12370,chr1,58795374,58847503,2893,+,P2957,NM_009812,TSS17212,protein_coding,CASP-8| FLICE| MACH| Mch5,caspase 8
Trak2,70827,chr1,58900450,58973482,6240,-,P5582,NM_172406,TSS6683,protein_coding,2900022D04Rik| 4733401O11Rik| AI480836| Als2cr3| AW046271| CALS-C| GRIF-1| GRIF1| mKIAA0549| OIP98,"trafficking protein, kinesin binding 2"
Stradb,227154,chr1,58973571,58995121,2317,+,P16143,NM_172656,TSS4496,protein_coding,AA792893| Als2cr2| B830008M19| D1Ucla2| ILPIP| ILPIPA| Papk| PRO1038| Syradb,STE20-related kinase adaptor beta
Als2cr11,73463,chr1,59050506,59094900,2131,-,P17221,NM_175200,TSS1196,protein_coding,1700052H20Rik| 4930408G06Rik,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 11 (human)"
Tmem237,381259,chr1,59100593,59120096,2574,-,P13651,NM_001033449,TSS6517,protein_coding,AI853305| Als2cr4| Gm972,transmembrane protein 237
Mpp4,227157,chr1,59120935,59163389,3087,-,P19336,NM_001164682,TSS1795,protein_coding,Dlg6,"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)"
Als2,74018,chr1,59162756,59237231,7187,-,P24628,NM_001159948,TSS21403,protein_coding,3222402C23Rik| 9430073A21Rik| Als2cr6| Alsin| mKIAA1563,amyotrophic lateral sclerosis 2 (juvenile)
Cdk15,271697,chr1,59256907,59352369,1477,+,P14229,NM_001033373,TSS12210,protein_coding,Als2cr7| Pftk2,cyclin-dependent kinase 15
Fzd7,14369,chr1,59482147,59486955,4809,+,P8783,NM_008057,TSS24759,protein_coding,Fz7,frizzled class receptor 7
Gm973,381260,chr1,59516264,59634509,3595,+,P6650,NM_001013771,TSS18155,protein_coding,AW554518,predicted gene 973
Sumo1,22218,chr1,59639434,59670834,1215,-,P18031,NM_009460,TSS9890,protein_coding,GMP1| PIC1| SENTRIN| SMT3| Smt3C| SMT3H3| SMTP3| SUMO-1| Ubl1,small ubiquitin-like modifier 1
Nop58,55989,chr1,59685006,59711510,1976,+,P22938,NM_018868,TSS1845,protein_coding,MSSP| Nol5| nop5| SIK,NOP58 ribonucleoprotein
Snord70,100217459,chr1,59691958,59692010,53,+,,NR_028554,TSS10160,snoRNA,MBII-234| snoRNA234,"small nucleolar RNA, C /D box 70"
Snord11,100217421,chr1,59704808,59704870,63,+,,NR_028521,TSS14134,snoRNA,MBII-95,"small nucleolar RNA, C /D box 11"
Bmpr2,12168,chr1,59764279,59878081,11087,+,P10396,NM_007561,TSS10683,protein_coding,2610024H22Rik| AL117858| AW546137| BB189135| BMP-2| BMPR-2| BMPR-II| BMPRII| BRK-3| Gm20272,"bone morphogenetic protein receptor, type II (serine /threonine kinase)"
Fam117b,72750,chr1,59913006,59985348,5534,+,P7019,NM_001037725,TSS9625,protein_coding,2810425F24Rik| 6330416D14Rik| Als2cr13,"family with sequence similarity 117, member B"
Ica1l,70375,chr1,59989068,60043087,3650,-,P21156,NM_027407,TSS4521,protein_coding,1700030B17Rik| Als2cr15,islet cell autoantigen 1-like
Wdr12,57750,chr1,60076868,60098500,3196,-,P10184,NM_021312,TSS6172,protein_coding,4933402C23Rik| Ytm1| Ytm1p,WD repeat domain 12
Carf,241066,chr1,60098247,60153953,5905,+,P22972,NM_001285463,TSS17542,protein_coding,Als2cr8| ECBRC-FC1| ECBRC-FC2,calcium response factor
Nbeal1,269198,chr1,60180599,60334705,12108,+,P4495,NM_173444,TSS23764,protein_coding,2310076G13Rik| A530050O19Rik| A530083I02Rik| AI662228| ALS2CR17,neurobeachin like 1
Cyp20a1,77951,chr1,60343372,60387387,1501,+,P13528,NM_030013,TSS24308,protein_coding,A930011N14Rik| Cypm,"cytochrome P450, family 20, subfamily a, polypeptide 1"
Abi2,329165,chr1,60409619,60481163,4888,+,P5203,NM_001198571,TSS16930,protein_coding,8430425M24Rik| AI839867| C130078H13,abl-interactor 2
Raph1,77300,chr1,60483185,60566765,9117,-,P19241,NM_001045513,TSS7663,protein_coding,9430025M21Rik| C730009O10Rik| Lpd,Ras association (RalGDS /AF-6) and pleckstrin homology domains 1
