Entry	Base_Accession	Protein_Family	Index_in_full_fasta	Gene_Name
O14730	O14730	Protein kinase superfamily, RIO-type Ser/Thr kinase family	848	RIOK3
O14732	O14732	Inositol monophosphatase superfamily	849	IMPA2
O14733	O14733	Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily	850	MAP2K7
O14734	O14734	C/M/P thioester hydrolase family	851	ACOT8
O14735	O14735	CDP-alcohol phosphatidyltransferase class-I family	852	CDIPT
O14737	O14737	PDCD5 family	853	PDCD5
O14744	O14744	Class I-like SAM-binding methyltransferase superfamily, Protein arginine N-methyltransferase family	854	PRMT5
O14745	O14745	Not available	855	NHERF1
O14746	O14746	Reverse transcriptase family, Telomerase subfamily	856	TERT
O14756	O14756	Short-chain dehydrogenases/reductases (SDR) family	857	HSD17B6
O14757	O14757	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily	858	CHEK1
O14763	O14763	Not available	859	TNFRSF10B
O14764	O14764	Ligand-gated ion channel (TC 1.A.9) family, Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily, GABRD sub-subfamily	860	GABRD
O14770	O14770	TALE/MEIS homeobox family	861	MEIS2
O14770-4	O14770	TALE/MEIS homeobox family	862	MEIS2
O14771	O14771	Krueppel C2H2-type zinc-finger protein family	863	ZNF213
O14772	O14772	Not available	864	FPGT
O14773	O14773	Not available	865	TPP1
O14775	O14775	WD repeat G protein beta family	866	GNB5
O14776	O14776	Not available	867	TCERG1
O14777	O14777	NDC80/HEC1 family	868	NDC80
O14782	O14782	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, Kinesin II subfamily	870	KIF3C
O14786	O14786	Neuropilin family	871	NRP1
O14787	O14787	Importin beta family, Importin beta-2 subfamily	872	TNPO2
O14787-2	O14787	Importin beta family, Importin beta-2 subfamily	873	TNPO2
O14788	O14788	Tumor necrosis factor family	874	TNFSF11
O14791	O14791	Apolipoprotein L family	875	APOL1
O14792	O14792	Sulfotransferase 1 family	876	HS3ST1
O14793	O14793	TGF-beta family	877	MSTN
O14795	O14795	Unc-13 family	878	UNC13B
O14796	O14796	Not available	879	SH2D1B
O14798	O14798	Not available	880	TNFRSF10C
O14802	O14802	RNA polymerase beta' chain family	881	POLR3A
O14804	O14804	G protein-coupled receptor 1 family	882	TAAR5
O14807	O14807	Small GTPase superfamily, Ras family	883	MRAS
O14810	O14810	Complexin/synaphin family	884	CPLX1
O14813	O14813	Paired homeobox family	885	PHOX2A
O14815	O14815	Peptidase C2 family	886	CAPN9
O14817	O14817	Tetraspanin (TM4SF) family	887	TSPAN4
O14818	O14818	Peptidase T1A family	888	PSMA7
O14827	O14827	Not available	889	RASGRF2
O14828	O14828	SCAMP family	890	SCAMP3
O14829	O14829	PPP phosphatase family	891	PPEF1
O14830	O14830	PPP phosphatase family	892	PPEF2
O14832	O14832	PhyH family	893	PHYH
O14836	O14836	Not available	894	TNFRSF13B
O14842	O14842	G protein-coupled receptor 1 family	895	FFAR1
O14843	O14843	G protein-coupled receptor 1 family	896	FFAR3
O14862	O14862	HIN-200 family	897	AIM2
O14863	O14863	Cation diffusion facilitator (CDF) transporter (TC 2.A.4) family, SLC30A subfamily	898	SLC30A4
O14867	O14867	BZIP family, CNC subfamily	899	BACH1
O14874	O14874	PDK/BCKDK protein kinase family	900	BCKDK
O14879	O14879	IFIT family	901	IFIT3
O14880	O14880	MAPEG family	902	MGST3
O14893	O14893	Gemin-2 family	903	GEMIN2
O14894	O14894	L6 tetraspanin family	904	TM4SF5
O14896	O14896	IRF family	905	IRF6
O14901	O14901	Sp1 C2H2-type zinc-finger protein family	906	KLF11
O14904	O14904	Wnt family	907	WNT9A
O14905	O14905	Wnt family	908	WNT9B
O14907	O14907	Not available	909	TAX1BP3
O14908	O14908	GIPC family	910	GIPC1
O14908-2	O14908	GIPC family	911	GIPC1
O14910	O14910	Lin-7 family	912	LIN7A
O14917	O14917	Not available	913	PCDH17
O14920	O14920	Protein kinase superfamily, Ser/Thr protein kinase family, I-kappa-B kinase subfamily	914	IKBKB
O14924	O14924	Not available	915	RGS12
O14925	O14925	Tim17/Tim22/Tim23 family	916	TIMM23
O14926	O14926	Fascin family	917	FSCN2
O14929	O14929	HAT1 family	918	HAT1
O14931	O14931	Natural cytotoxicity receptor (NCR) family	919	NCR3
O14933	O14933	Ubiquitin-conjugating enzyme family	920	UBE2L6
O14936	O14936	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily; MAGUK family	921	CASK
O14939	O14939	Phospholipase D family	922	PLD2
O14944	O14944	Not available	923	EREG
O14948	O14948	MiT/TFE family	924	TFEC
O14949	O14949	UQCRQ/QCR8 family	925	UQCRQ
O14950	O14950	Not available	926	MYL12B
O14958	O14958	Calsequestrin family	927	CASQ2
O14960	O14960	LECT2/MIM-1 family	928	LECT2
O14964	O14964	Not available	929	HGS
O14965	O14965	Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily	930	AURKA
O14966	O14966	Small GTPase superfamily, Rab family	931	RAB29
O14967	O14967	Calreticulin family	932	CLGN
O14972	O14972	VPS26 family	933	VPS26C
O14974	O14974	Not available	934	PPP1R12A
O14975	O14975	ATP-dependent AMP-binding enzyme family	935	SLC27A2
O14976	O14976	Protein kinase superfamily, Ser/Thr protein kinase family	936	GAK
O14977	O14977	Orn/Lys/Arg decarboxylase class-II family, ODC antizyme inhibitor subfamily	937	AZIN1
O14978	O14978	Krueppel C2H2-type zinc-finger protein family	938	ZNF263
O14979	O14979	Not available	939	HNRNPDL
O14980	O14980	Exportin family	940	XPO1
O14981	O14981	SNF2/RAD54 helicase family	941	BTAF1
O14983	O14983	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIA subfamily	942	ATP2A1
O14986	O14986	Not available	943	PIP5K1B
O14994	O14994	Synapsin family	944	SYN3
O15013	O15013	Not available	945	ARHGEF10
O15014	O15014	Not available	946	ZNF609
O15015	O15015	Krueppel C2H2-type zinc-finger protein family	947	ZNF646
O15018	O15018	Not available	948	PDZD2
O15020	O15020	Spectrin family	949	SPTBN2
O15021	O15021	Protein kinase superfamily, AGC Ser/Thr protein kinase family	950	MAST4
O15027	O15027	SEC16 family	951	SEC16A
O15031	O15031	Plexin family	952	PLXNB2
O15033	O15033	Not available	953	AREL1
O15040	O15040	WD repeat KIAA0329 family	954	TECPR2
O15041	O15041	Semaphorin family	955	SEMA3E
O15042	O15042	Splicing factor SR family	956	U2SURP
O15047	O15047	Class V-like SAM-binding methyltransferase superfamily	957	SETD1A
O15049	O15049	N4BP3 family	958	N4BP3
O15054	O15054	UTX family	959	KDM6B
O15055	O15055	Not available	960	PER2
O15056	O15056	Synaptojanin family; Inositol 1,4,5-trisphosphate 5-phosphatase family	961	SYNJ2
O15060	O15060	Krueppel C2H2-type zinc-finger protein family	962	ZBTB39
O15061	O15061	Intermediate filament family	963	SYNM
O15062	O15062	Not available	964	ZBTB5
O15066	O15066	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, Kinesin II subfamily	965	KIF3B
O15067	O15067	FGAMS family	966	PFAS
O15068	O15068	MCF2 family	967	MCF2L
O15072	O15072	Not available	968	ADAMTS3
O15075	O15075	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily	969	DCLK1
O15078	O15078	Not available	970	CEP290
O15079	O15079	Not available	971	SNPH
O15083	O15083	Not available	972	ERC2
O15084	O15084	Not available	973	ANKRD28
O15085	O15085	Not available	974	ARHGEF11
O15091	O15091	PPR family, P subfamily	975	PRORP
O15105	O15105	Dwarfin/SMAD family	976	SMAD7
O15111	O15111	Protein kinase superfamily, Ser/Thr protein kinase family, I-kappa-B kinase subfamily	977	CHUK
O15116	O15116	SnRNP Sm proteins family	978	LSM1
O15117	O15117	Not available	979	FYB1
O15118	O15118	Patched family	980	NPC1
O15119	O15119	Not available	981	TBX3
O15120	O15120	1-acyl-sn-glycerol-3-phosphate acyltransferase family	982	AGPAT2
O15121	O15121	Fatty acid desaturase type 1 family, DEGS subfamily	983	DEGS1
O15123	O15123	Not available	984	ANGPT2
O15126	O15126	SCAMP family	985	SCAMP1
O15127	O15127	SCAMP family	986	SCAMP2
O15130	O15130	FARP (FMRFamide related peptide) family	987	NPFF
O15131	O15131	Importin alpha family	988	KPNA5
O15143	O15143	WD repeat ARPC1 family	989	ARPC1B
O15144	O15144	ARPC2 family	990	ARPC2
O15145	O15145	ARPC3 family	991	ARPC3
O15146	O15146	Protein kinase superfamily, Tyr protein kinase family	992	MUSK
O15151	O15151	MDM2/MDM4 family	993	MDM4
O15155	O15155	BET1 family	994	BET1
O15156	O15156	Not available	995	ZBTB7B
O15160	O15160	Archaeal Rpo3/eukaryotic RPB3 RNA polymerase subunit family	996	POLR1C
O15162	O15162	Phospholipid scramblase family	997	PLSCR1
O15164	O15164	Not available	998	TRIM24
O15165	O15165	PMEPA1 family	999	LDLRAD4
O15169	O15169	Not available	1000	AXIN1
O15173	O15173	Cytochrome b5 family, MAPR subfamily	1001	PGRMC2
O15178	O15178	Not available	1002	TBXT
O15182	O15182	Centrin family	1003	CETN3
O15194	O15194	Not available	1004	CTDSPL
O15195	O15195	Villin/gelsolin family	1005	VILL
O15197	O15197	Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily	1006	EPHB6
O15197-2	O15197	Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily	1007	EPHB6
O15198	O15198	Dwarfin/SMAD family	1008	SMAD9
O15204	O15204	Not available	1009	ADAMDEC1
O15205	O15205	Ubiquitin D family	1010	UBD
O15209	O15209	Krueppel C2H2-type zinc-finger protein family	1011	ZBTB22
O15211	O15211	Not available	1012	RGL2
O15212	O15212	Prefoldin subunit beta family	1013	PFDN6
O15213	O15213	Not available	1014	WDR46
O15217	O15217	GST superfamily, Alpha family	1015	GSTA4
O15218	O15218	G protein-coupled receptor 1 family	1016	ACKR5
O15226	O15226	Not available	1017	NKRF
O15228	O15228	GPAT/DAPAT family	1018	GNPAT
O15229	O15229	Aromatic-ring hydroxylase family, KMO subfamily	1019	KMO
O15230	O15230	Not available	1020	LAMA5
O15231	O15231	Not available	1021	ZNF185
O15232	O15232	Not available	1022	MATN3
O15234	O15234	CASC3 family	1023	CASC3
O15239	O15239	Complex I NDUFA1 subunit family	1024	NDUFA1
O15240	O15240	Not available	1025	VGF
O15243	O15243	OB-RGRP/VPS55 family	1026	LEPROT
O15244	O15244	Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family	1027	SLC22A2
O15245	O15245	Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family	1028	SLC22A1
O15247	O15247	Chloride channel CLIC family	1029	CLIC2
O15254	O15254	Acyl-CoA oxidase family	1030	ACOX3
O15258	O15258	RER1 family	1031	RER1
O15259	O15259	Nephrocystin-1 family	1032	NPHP1
O15260	O15260	SURF4 family	1033	SURF4
O15263	O15263	Beta-defensin family, LAP/TAP subfamily	1034	DEFB4A
O15264	O15264	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily	1035	MAPK13
O15265	O15265	Ataxin-7 family	1036	ATXN7
O15266	O15266	Paired homeobox family, Bicoid subfamily	1037	SHOX
O15269	O15269	Class-II pyridoxal-phosphate-dependent aminotransferase family	1038	SPTLC1
O15270	O15270	Class-II pyridoxal-phosphate-dependent aminotransferase family	1039	SPTLC2
O15273	O15273	Not available	1040	TCAP
O15287	O15287	Not available	1041	FANCG
O15294	O15294	Glycosyltransferase 41 family, O-GlcNAc transferase subfamily	1042	OGT
O15296	O15296	Lipoxygenase family	1043	ALOX15B
O15297	O15297	PP2C family	1044	PPM1D
O15303	O15303	G protein-coupled receptor 3 family	1045	GRM6
O15304	O15304	Not available	1046	SIVA1
O15305	O15305	Eukaryotic PMM family	1047	PMM2
O15315	O15315	RecA family, RAD51 subfamily	1048	RAD51B
O15318	O15318	Eukaryotic RPC7 RNA polymerase subunit family	1049	POLR3G
O15327	O15327	Inositol 3,4-bisphosphate 4-phosphatase family	1050	INPP4B
O15342	O15342	V-ATPase e1/e2 subunit family	1051	ATP6V0E1
O15344	O15344	TRIM/RBCC family	1052	MID1
O15347	O15347	HMGB family	1053	HMGB3
O15350	O15350	P53 family	1054	TP73
O15353	O15353	Not available	1055	FOXN1
O15354	O15354	G protein-coupled receptor 1 family	1056	GPR37
O15355	O15355	PP2C family	1057	PPM1G
O15357	O15357	Inositol 1,4,5-trisphosphate 5-phosphatase family	1058	INPPL1
O15360	O15360	Not available	1059	FANCA
O15370	O15370	Not available	1060	SOX12
O15371	O15371	EIF-3 subunit D family	1061	EIF3D
O15372	O15372	EIF-3 subunit H family	1062	EIF3H
O15374	O15374	Major facilitator superfamily, Monocarboxylate porter (TC 2.A.1.13) family	1063	SLC16A4
O15379	O15379	Histone deacetylase family, HD type 1 subfamily	1064	HDAC3
O15381	O15381	AAA ATPase family	1065	NVL
O15381-5	O15381	AAA ATPase family	1066	NVL
O15382	O15382	Class-IV pyridoxal-phosphate-dependent aminotransferase family	1067	BCAT2
O15389	O15389	Immunoglobulin superfamily, SIGLEC (sialic acid binding Ig-like lectin) family	1068	SIGLEC5
O15391	O15391	YY transcription factor family	1069	YY2
O15392	O15392	IAP family	1070	BIRC5
O15393	O15393	Peptidase S1 family	1071	TMPRSS2
O15393-2	O15393	Peptidase S1 family	1072	TMPRSS2
O15394	O15394	Not available	1073	NCAM2
O15397	O15397	Importin beta family	1074	IPO8
O15399	O15399	Glutamate-gated ion channel (TC 1.A.10.1) family, NR2D/GRIN2D subfamily	1075	GRIN2D
O15400	O15400	Syntaxin family	1076	STX7
O15405	O15405	Not available	1077	TOX3
O15409	O15409	Not available	1078	FOXP2
O15417	O15417	Not available	1079	TNRC18
O15427	O15427	Major facilitator superfamily, Monocarboxylate porter (TC 2.A.1.13) family	1080	SLC16A3
O15431	O15431	Copper transporter (Ctr) (TC 1.A.56) family, SLC31A subfamily	1081	SLC31A1
O15432	O15432	Copper transporter (Ctr) (TC 1.A.56) family, SLC31A subfamily	1082	SLC31A2
O15438	O15438	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	1083	ABCC3
O15439	O15439	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	1084	ABCC4
O15440	O15440	ABC transporter superfamily, ABCC family, Conjugate transporter (TC 3.A.1.208) subfamily	1085	ABCC5
O15444	O15444	Intercrine beta (chemokine CC) family	1086	CCL25
O15446	O15446	Eukaryotic RPA34 RNA polymerase subunit family	1087	POLR1G
O15455	O15455	Toll-like receptor family	1088	TLR3
O15457	O15457	DNA mismatch repair MutS family	1089	MSH4
O15460	O15460	P4HA family	1090	P4HA2
O15466	O15466	Glycosyltransferase 29 family	1091	ST8SIA5
O15467	O15467	Intercrine beta (chemokine CC) family	1092	CCL16
O15479	O15479	Not available	1093	MAGEB2
O15481	O15481	Not available	1094	MAGEB4
O15484	O15484	Peptidase C2 family	1095	CAPN5
O15488	O15488	Glycosyltransferase 8 family, Glycogenin subfamily	1096	GYG2
O15492	O15492	Not available	1097	RGS16
O15496	O15496	Phospholipase A2 family	1098	PLA2G10
O15498	O15498	Synaptobrevin family	1099	YKT6
O15499	O15499	Paired homeobox family, Bicoid subfamily	1100	GSC2
O15503	O15503	INSIG family	1101	INSIG1
O15504	O15504	Not available	1102	NUP42
O15511	O15511	ARPC5 family	1103	ARPC5
O15514	O15514	Eukaryotic RPB4 RNA polymerase subunit family	1104	POLR2D
O15516	O15516	Not available	1105	CLOCK
O15519	O15519	Peptidase C14A family	1106	CFLAR
O15520	O15520	Heparin-binding growth factors family	1107	FGF10
O15522	O15522	NK-2 homeobox family	1108	NKX2-8
O15523	O15523	DEAD box helicase family, DDX3/DED1 subfamily	1109	DDX3Y
O15524	O15524	SOCS1 family	1110	SOCS1
O15525	O15525	BZIP family, Maf subfamily	1111	MAFG
O15527	O15527	Type-1 OGG1 family	1112	OGG1
O15528	O15528	Cytochrome P450 family	1113	CYP27B1
O15529	O15529	G protein-coupled receptor 1 family	1114	GPR42
O15530	O15530	Protein kinase superfamily, AGC Ser/Thr protein kinase family, PDPK1 subfamily	1115	PDPK1
O15533	O15533	Not available	1116	TAPBP
O15534	O15534	Not available	1117	PER1
O15535	O15535	Krueppel C2H2-type zinc-finger protein family	1118	ZSCAN9
O15537	O15537	Not available	1119	RS1
O15540	O15540	Calycin superfamily, Fatty-acid binding protein (FABP) family	1120	FABP7
O15541	O15541	Not available	1121	RNF113A
O15547	O15547	P2X receptor family	1122	P2RX6
O15550	O15550	UTX family	1123	KDM6A
O15551	O15551	Claudin family	1124	CLDN3
O15552	O15552	G protein-coupled receptor 1 family	1125	FFAR2
O15553	O15553	Not available	1126	MEFV
O15554	O15554	Potassium channel KCNN family, KCa3.1/KCNN4 subfamily	1127	KCNN4
O42043	O42043	Beta type-B retroviral envelope protein family, HERV class-II K(HML-2) env subfamily	1128	ERVK-18
O43143	O43143	DEAD box helicase family, DEAH subfamily, DDX15/PRP43 sub-subfamily	1129	DHX15
O43147	O43147	RUTBC family	1130	SGSM2
O43148	O43148	Class I-like SAM-binding methyltransferase superfamily, mRNA cap 0 methyltransferase family	1131	RNMT
O43149	O43149	Not available	1132	ZZEF1
O43150	O43150	Not available	1133	ASAP2
O43151	O43151	TET family	1134	TET3
O43155	O43155	Not available	1135	FLRT2
O43156	O43156	Tti1 family	1136	TTI1
O43157	O43157	Plexin family	1137	PLXNB1
O43159	O43159	Methyltransferase superfamily, RRP8 family	1138	RRP8
O43164	O43164	Not available	1139	PJA2
O43166	O43166	Not available	1140	SIPA1L1
O43167	O43167	Krueppel C2H2-type zinc-finger protein family	1141	ZBTB24
O43169	O43169	Cytochrome b5 family	1142	CYB5B
O43172	O43172	Not available	1143	PRPF4
O43173	O43173	Glycosyltransferase 29 family	1144	ST8SIA3
O43174	O43174	Cytochrome P450 family	1145	CYP26A1
O43175	O43175	D-isomer specific 2-hydroxyacid dehydrogenase family	1146	PHGDH
O43181	O43181	Complex I NDUFS4 subunit family	1147	NDUFS4
O43182	O43182	Not available	1148	ARHGAP6
O43184	O43184	Not available	1149	ADAM12
O43184-4	O43184	Not available	1150	ADAM12
O43186	O43186	Paired homeobox family	1151	CRX
O43187	O43187	Protein kinase superfamily, TKL Ser/Thr protein kinase family, Pelle subfamily	1152	IRAK2
O43189	O43189	Polycomblike family	1153	PHF1
O43193	O43193	G protein-coupled receptor 1 family	1154	MLNR
O43194	O43194	G protein-coupled receptor 1 family	1155	GPR39
O43196	O43196	DNA mismatch repair MutS family	1156	MSH5
O43236	O43236	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, Septin GTPase family	1157	SEPTIN4
O43236-6	O43236	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, Septin GTPase family	1158	SEPTIN4
O43237	O43237	Dynein light intermediate chain family	1159	DYNC1LI2
O43240	O43240	Peptidase S1 family, Kallikrein subfamily	1160	KLK10
O43242	O43242	Proteasome subunit S3 family	1161	PSMD3
O43248	O43248	Abd-B homeobox family	1162	HOXC11
O43251	O43251	Not available	1163	RBFOX2
O43251-10	O43251	Not available	1164	RBFOX2
O43252	O43252	APS kinase family; Sulfate adenylyltransferase family	1165	PAPSS1
O43255	O43255	SINA (Seven in absentia) family	1166	SIAH2
O43257	O43257	ZNHIT1 family	1167	ZNHIT1
O43264	O43264	ZW10 family	1168	ZW10
O43272	O43272	Proline oxidase family	1169	PRODH
O43278	O43278	Not available	1170	SPINT1
O43280	O43280	Glycosyl hydrolase 37 family	1171	TREH
O43281	O43281	CAS family	1172	EFS
O43283	O43283	Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily	1173	MAP3K13
O43286	O43286	Glycosyltransferase 7 family	1174	B4GALT5
O43290	O43290	SNU66/SART1 family	1175	SART1
O43291	O43291	Not available	1176	SPINT2
O43292	O43292	Not available	1177	GPAA1
O43293	O43293	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, DAP kinase subfamily	1178	DAPK3
O43294	O43294	Paxillin family	1179	TGFB1I1
O43295	O43295	Not available	1180	SRGAP3
O43296	O43296	Krueppel C2H2-type zinc-finger protein family	1181	ZNF264
O43298	O43298	Krueppel C2H2-type zinc-finger protein family	1182	ZBTB43
O43299	O43299	Not available	1183	AP5Z1
O43300	O43300	LRRTM family	1184	LRRTM2
O43303	O43303	Not available	1185	CCP110
O43306	O43306	Adenylyl cyclase class-4/guanylyl cyclase family	1186	ADCY6
O43307	O43307	Not available	1187	ARHGEF9
O43309	O43309	Krueppel C2H2-type zinc-finger protein family	1188	ZSCAN12
O43310	O43310	CTIF family	1189	CTIF
O43312	O43312	MTSS family	1190	MTSS1
O43313	O43313	Not available	1191	ATMIN
O43314	O43314	Histidine acid phosphatase family, VIP1 subfamily	1192	PPIP5K2
O43315	O43315	MIP/aquaporin (TC 1.A.8) family	1193	AQP9
O43316	O43316	Paired homeobox family	1194	PAX4
O43318	O43318	Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily	1195	MAP3K7
O43320	O43320	Heparin-binding growth factors family	1196	FGF16
O43323	O43323	Hedgehog family	1197	DHH
O43324	O43324	Not available	1198	EEF1E1
O43353	O43353	Protein kinase superfamily, TKL Ser/Thr protein kinase family	1199	RIPK2
O43364	O43364	Antp homeobox family, Proboscipedia subfamily	1200	HOXA2
O43365	O43365	Antp homeobox family	1201	HOXA3
O43374	O43374	Not available	1202	RASA4
O43379	O43379	Not available	1203	WDR62
O43390	O43390	Not available	1204	HNRNPR
O43395	O43395	Not available	1205	PRPF3
O43396	O43396	Not available	1206	TXNL1
O43399	O43399	TPD52 family	1207	TPD52L2
O43402	O43402	EMC8/EMC9 family	1208	EMC8
O43405	O43405	Not available	1209	COCH
O43422	O43422	Not available	1210	THAP12
O43424	O43424	Glutamate-gated ion channel (TC 1.A.10.1) family, GRID2 subfamily	1211	GRID2
O43426	O43426	Synaptojanin family; Inositol 1,4,5-trisphosphate 5-phosphatase family	1212	SYNJ1
O43427	O43427	Not available	1213	FIBP
O43432	O43432	Eukaryotic initiation factor 4G family	1214	EIF4G3
O43435	O43435	Not available	1215	TBX1
O43439	O43439	CBFA2T family	1216	CBFA2T2
O43447	O43447	Cyclophilin-type PPIase family, PPIase H subfamily	1217	PPIH
O43448	O43448	Shaker potassium channel beta subunit family	1218	KCNAB3
O43451	O43451	Glycosyl hydrolase 31 family	1219	MGAM
O43462	O43462	Peptidase M50A family	1221	MBTPS2
O43463	O43463	Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family, Suvar3-9 subfamily	1222	SUV39H1
O43464	O43464	Peptidase S1C family	1223	HTRA2
O43474	O43474	Krueppel C2H2-type zinc-finger protein family	1224	KLF4
O43482	O43482	Mis18 family	1225	OIP5
O43488	O43488	Aldo/keto reductase family, Aldo/keto reductase 2 subfamily	1226	AKR7A2
O43490	O43490	Prominin family	1227	PROM1
O43491	O43491	Not available	1228	EPB41L2
O43493	O43493	Not available	1229	TGOLN2
O43497	O43497	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1G subfamily	1230	CACNA1G
O43497-10	O43497	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1G subfamily	1231	CACNA1G
O43497-11	O43497	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1G subfamily	1232	CACNA1G
O43497-12	O43497	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1G subfamily	1233	CACNA1G
O43497-13	O43497	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1G subfamily	1234	CACNA1G
O43497-15	O43497	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1G subfamily	1235	CACNA1G
O43497-16	O43497	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1G subfamily	1236	CACNA1G
O43497-17	O43497	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1G subfamily	1237	CACNA1G
