species,tissue_type,cancer_type,cell_type,cell_name,marker,Symbol,Genename
Human,Visceral adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD200,CD200,CD200 molecule
Human,Visceral adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD200,CD200,CD200 molecule
Human,Subcutaneous adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD141,THBD,thrombomodulin
Human,Subcutaneous adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD10,MME,matrix metallopeptidase 12
Human,Subcutaneous adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD141,THBD,thrombomodulin
Human,Subcutaneous adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD10,MME,matrix metallopeptidase 12
Human,Visceral adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD142,F3,contactin 1
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD90,THY1,Thy-1 cell surface antigen
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD45,PTPRC,protein tyrosine phosphatase receptor type C
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD106,VCAM1,vascular cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD90,THY1,Thy-1 cell surface antigen
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,c-Kit,,
Mouse,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,Sca-1,Ly6a,"lymphocyte antigen 6 complex, locus A"
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD105,Eng,endoglin
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD73,Nt5e,"5' nucleotidase, ecto"
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD45,PTPRC,protein tyrosine phosphatase receptor type C
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD90,THY1,Thy-1 cell surface antigen
Mouse,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD105,Eng,endoglin
Mouse,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD90,Thy1,"thymus cell antigen 1, theta"
Mouse,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD31,,
Mouse,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD45,,
Mouse,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD34,,
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD105,Eng,endoglin
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD44,,
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD34,,
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD45,,
Mouse,Adipose tissue,Normal,Normal cell,Brown fat cell,P2rx5,P2rx5,"purinergic receptor P2X, ligand-gated ion channel, 5"
Mouse,Adipose tissue,Normal,Normal cell,Beige fat cell,Pat2,,
Mouse,Adipose tissue,Normal,Normal cell,Beige fat cell,P2rx5,P2rx5,"purinergic receptor P2X, ligand-gated ion channel, 5"
Mouse,Adipose tissue,Normal,Normal cell,Brown fat cell,Asc-1,Slc7a10,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10"
Mouse,Adipose tissue,Normal,Normal cell,White fat cell,Asc-1,Slc7a10,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10"
Mouse,Adipose tissue,Normal,Normal cell,Beige fat cell,Asc-1,Slc7a10,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10"
Mouse,Adipose tissue,Normal,Normal cell,Brown fat cell,Pat2,,
Human,Adipose tissue,Normal,Normal cell,Endothelial cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Endothelial cell,VWF,VWF,von Willebrand factor
Human,Adipose tissue,Normal,Normal cell,Natural killer cell,CD16,FCGR3A,Fc fragment of IgG receptor IIIb
Human,Adipose tissue,Normal,Normal cell,Natural killer cell,CD158,,
Human,Adipose tissue,Normal,Normal cell,Natural killer cell,CD314,KLRK1,killer cell lectin like receptor K1
Human,Adipose tissue,Normal,Normal cell,Natural killer cell,CD94,KLRD1,killer cell lectin like receptor D1
Human,Adipose tissue,Normal,Normal cell,Natural killer cell,FASL,FASLG,Fas ligand
Human,Adipose tissue,Normal,Normal cell,Natural killer cell,CD56,NCAM1,neural cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Natural killer cell,NKP46,NCR1,natural cytotoxicity triggering receptor 1
Human,Adipose tissue,Normal,Normal cell,Brown adipogenic precursor cell,EBF2,EBF2,EBF transcription factor 2
Human,Adipose tissue,Normal,Normal cell,Beige adipogenic precursor cell,EBF2,EBF2,EBF transcription factor 2
Mouse,Adipose tissue,Normal,Normal cell,M2 macrophage,Il4,Il4,interleukin 4
Mouse,Adipose tissue,Normal,Normal cell,M2 macrophage,Mrc1,Mrc1,"mannose receptor, C type 1"
Mouse,Adipose tissue,Normal,Normal cell,M1 macrophage,CD274,,
Mouse,Adipose tissue,Normal,Normal cell,M2 macrophage,Clec10a,Clec10a,"C-type lectin domain family 10, member A"
Mouse,Adipose tissue,Normal,Normal cell,M1 macrophage,TNF-alpha,Tnf,tumor necrosis factor
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD45,PTPRC,protein tyrosine phosphatase receptor type C
Human,Adipose tissue,Normal,Normal cell,Smooth muscle cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Preadipocyte,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Preadipocyte,CD36,CD36,CD36 molecule
Human,Adipose tissue,Normal,Normal cell,Endothelial cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Smooth muscle cell,CD146,MCAM,melanoma cell adhesion molecule
Human,Adipose tissue,Normal,Normal cell,Endothelial cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Multipotent mesenchymal stroma cell,CD90,THY1,Thy-1 cell surface antigen
Human,Adipose tissue,Normal,Normal cell,Multipotent mesenchymal stroma cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Multipotent mesenchymal stroma cell,CD45,PTPRC,protein tyrosine phosphatase receptor type C
Human,Adipose tissue,Normal,Normal cell,Multipotent mesenchymal stroma cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Multipotent mesenchymal stroma cell,CD105,,
Human,Abdominal adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD90,THY1,Thy-1 cell surface antigen
Human,Abdominal adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD49d,,
Human,Abdominal adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD105,,
Human,Abdominal adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Abdominal adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Abdominal adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Abdominal adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD29,ITGB1,integrin subunit beta 1
Human,Abdominal adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD71,TFRC,transferrin receptor
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD166,ALCAM,activated leukocyte cell adhesion molecule
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD90,THY1,Thy-1 cell surface antigen
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD10,MME,matrix metallopeptidase 12
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD13,ANPEP,"alanyl aminopeptidase, membrane"
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stromal cell,CD29,ITGB1,integrin subunit beta 1
Human,Adipose tissue,Normal,Normal cell,Adipose progenitor cell,CD29,ITGB1,integrin subunit beta 1
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stromal cell,CD271,NGFR,nerve growth factor receptor
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stromal cell,SUSD2,SUSD2,sushi domain containing 2
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stromal cell,MSCA-1,,
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stromal cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stromal cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD55,CD55,CD55 molecule (Cromer blood group)
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD9,CD9,CD9 molecule
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD11a,,
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD11c,,
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD49d,,
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD10,MME,matrix metallopeptidase 12
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD59,CD59,CD59 molecule (CD59 blood group)
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD144,CDH5,cadherin 5
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD54,ICAM1,intercellular adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD71,TFRC,transferrin receptor
Human,Adipose tissue,Lipoma,Cancer cell,Stem cell,CD34,CD34,Fc fragment of IgG receptor Ib
Mouse,Adipose tissue,Normal,Normal cell,M1 macrophage,Nos2,Nos2,"nitric oxide synthase 2, inducible"
Mouse,Adipose tissue,Normal,Normal cell,M1 macrophage,IL-6,,
Mouse,Adipose tissue,Normal,Normal cell,M1 macrophage,Il18,Il18,interleukin 18
Mouse,Adipose tissue,Normal,Normal cell,M1 macrophage,Ccl5,Ccl5,chemokine (C-C motif) ligand 5
Mouse,Adipose tissue,Normal,Normal cell,M1 macrophage,Ccl2,Ccl2,chemokine (C-C motif) ligand 2
Human,Adipose tissue,Normal,Normal cell,Stromal cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Stromal cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Stromal cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Stromal cell,CD90,THY1,Thy-1 cell surface antigen
Mouse,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte),Fabp4,Fabp4,"fatty acid binding protein 4, adipocyte"
Mouse,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte),Perilipin,,
Human,White adipose tissue,Normal,Normal cell,Endothelial cell,ECSCR,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator
Human,Subcutaneous adipose tissue,Normal,Normal cell,Megakaryocyte progenitor cell,CD71,TFRC,transferrin receptor
Mouse,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte),CD137,,
Mouse,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte),Tmem26,Tmem26,transmembrane protein 26
Mouse,Adipose tissue,Normal,Normal cell,Fat cell (adipocyte),Tbx1,Tbx1,T-box 1
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stromal cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stromal cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stromal cell,CD90,THY1,Thy-1 cell surface antigen
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stromal cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Pericyte,NG2,CSPG4,chondroitin sulfate proteoglycan 4
Human,Adipose tissue,Normal,Normal cell,Pericyte,CD146,MCAM,melanoma cell adhesion molecule
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD44,,
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD34,,
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD90,Thy1,"thymus cell antigen 1, theta"
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD45,PTPRC,protein tyrosine phosphatase receptor type C
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD90,THY1,Thy-1 cell surface antigen
Mouse,White adipose tissue,Normal,Normal cell,M1 macrophage,CD11c,,
Mouse,White adipose tissue,Normal,Normal cell,M2 macrophage,CD206,Mrc1,"mannose receptor, C type 1"
Mouse,Adipose tissue,Normal,Normal cell,Preadipocyte,Pref-1,,
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD90,THY1,Thy-1 cell surface antigen
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD29,ITGB1,integrin subunit beta 1
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD90,THY1,Thy-1 cell surface antigen
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD29,ITGB1,integrin subunit beta 1
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Stem cell,CD34,CD34,Fc fragment of IgG receptor Ib
Mouse,White adipose tissue,Normal,Normal cell,Adipogenic progenitor cell,Sca-1,Ly6a,"lymphocyte antigen 6 complex, locus A"
Mouse,White adipose tissue,Normal,Normal cell,Adipogenic progenitor cell,Lin,,
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD29,ITGB1,integrin subunit beta 1
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD45,PTPRC,protein tyrosine phosphatase receptor type C
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD73,NT5E,5'-nucleotidase ecto
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD90,THY1,Thy-1 cell surface antigen
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD14,CD14,NADH:ubiquinone oxidoreductase subunit A2
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Pericyte,NG2,CSPG4,chondroitin sulfate proteoglycan 4
Human,Adipose tissue,Normal,Normal cell,Pericyte,CD146,MCAM,melanoma cell adhesion molecule
Human,Brown adipose tissue,Normal,Normal cell,Mesenchymal stem cell,PGC-1-alpha,,
Human,Brown adipose tissue,Normal,Normal cell,Mesenchymal stem cell,UCP1,UCP1,uncoupling protein 1
Human,White adipose tissue,Normal,Normal cell,Mesenchymal stem cell,Leptin,,
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,NANOG,NANOG,Nanog homeobox
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,SOX2,SOX2,SRY-box transcription factor 2
Human,Subcutaneous adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD90,THY1,Thy-1 cell surface antigen
Human,Subcutaneous adipose tissue,Normal,Normal cell,Adipose-derived stem cell,4.Oct,POU5F1,POU class 5 homeobox 1 pseudogene 3
Human,Subcutaneous adipose tissue,Normal,Normal cell,Adipose-derived stem cell,SOX2,SOX2,SRY-box transcription factor 2
Human,Subcutaneous adipose tissue,Normal,Normal cell,Adipose-derived stem cell,NANOG,NANOG,Nanog homeobox
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD105,,
Human,Subcutaneous adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD105,,
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,4.Oct,POU5F1,POU class 5 homeobox 1 pseudogene 3
Human,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD90,THY1,Thy-1 cell surface antigen
Mouse,White adipose tissue,Normal,Normal cell,Preadipocyte,CD38,,
Human,Adipose tissue,Normal,Normal cell,Preadipocyte progenitor cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Adipose tissue,Normal,Normal cell,Preadipocyte progenitor cell,PDGFR-alpha,,
Mouse,Adipose tissue,Normal,Normal cell,Macrophage,F4/80,Adgre1,adhesion G protein-coupled receptor E1
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD44,,
Mouse,Adipose tissue,Normal,Normal cell,Mesenchymal stem cell,CD90,Thy1,"thymus cell antigen 1, theta"
Mouse,Adipose tissue,Normal,Normal cell,Macrophage,CD206,Mrc1,"mannose receptor, C type 1"
Mouse,Adipose tissue,Normal,Normal cell,Macrophage,CD11c,,
Mouse,Adipose tissue,Normal,Normal cell,Macrophage,F4/80,Adgre1,adhesion G protein-coupled receptor E1
Mouse,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,ALDH,,
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD106,VCAM1,vascular cell adhesion molecule 1
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD29,ITGB1,integrin subunit beta 1
Human,Adipose tissue,Normal,Normal cell,Adipose-derived stem cell,CD45,PTPRC,protein tyrosine phosphatase receptor type C
